		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
20/02/19	10:25 p	80.5	80.6	80.5	84	75.2	5.0	N	0.42	9.0	N	80.5	86.5	86.5	---	29.724	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	82.0	80	75.2	88.9	0.000	102	1	89.5	5
20/02/19	10:30 p	80.5	80.5	80.4	85	75.6	6.0	NNE	0.50	10.0	NNE	80.5	86.7	86.7	---	29.724	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	82.0	81	75.6	89.2	0.000	102	1	89.5	5
20/02/19	10:35 p	80.5	80.5	80.4	85	75.6	4.0	N	0.33	8.0	NNE	80.5	86.7	86.7	---	29.729	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	82.0	81	75.6	89.2	0.000	104	1	91.2	5
20/02/19	10:40 p	80.4	80.5	80.4	85	75.5	4.0	NNE	0.33	9.0	NNE	80.4	86.5	86.5	---	29.730	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	82.0	81	75.6	89.2	0.000	105	1	92.1	5
20/02/19	10:45 p	80.4	80.5	80.4	85	75.5	5.0	NNE	0.42	10.0	NNE	80.4	86.5	86.5	---	29.729	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	82.0	81	75.6	89.2	0.000	110	1	96.5	5
20/02/19	10:50 p	80.4	80.4	80.3	85	75.5	3.0	NNE	0.25	8.0	N	80.4	86.5	86.5	---	29.729	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	82.0	81	75.6	89.2	0.000	106	1	93.0	5
20/02/19	10:55 p	80.3	80.4	80.3	85	75.4	4.0	NNE	0.33	10.0	NE	80.3	86.3	86.3	---	29.726	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	82.0	81	75.6	89.2	0.000	107	1	93.9	5
20/02/19	11:00 p	80.3	80.4	80.3	85	75.4	3.0	NNE	0.25	8.0	NNE	80.3	86.3	86.3	---	29.724	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.9	81	75.5	89.0	0.001	107	1	93.9	5
20/02/19	11:05 p	80.3	80.4	80.3	85	75.4	4.0	NNE	0.33	9.0	NNE	80.3	86.3	86.3	---	29.718	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.9	81	75.5	89.0	0.000	107	1	93.9	5
20/02/19	11:10 p	80.4	80.4	80.3	85	75.5	4.0	NNE	0.33	9.0	NNE	80.4	86.5	86.5	---	29.717	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.9	81	75.5	89.0	0.000	110	1	96.5	5
20/02/19	11:15 p	80.5	80.5	80.4	85	75.6	5.0	NNE	0.42	11.0	N	80.5	86.7	86.7	---	29.719	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	82.0	81	75.6	89.2	0.000	105	1	92.1	5
20/02/19	11:20 p	80.3	80.5	80.3	85	75.4	2.0	NNE	0.17	6.0	NNE	80.3	86.3	86.3	---	29.721	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	82.0	81	75.6	89.2	0.000	107	1	93.9	5
20/02/19	11:25 p	80.0	80.4	80.0	86	75.4	1.0	NNE	0.08	5.0	NE	80.0	85.8	85.8	---	29.722	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	82.0	81	75.6	89.2	0.000	108	1	94.7	5
20/02/19	11:30 p	80.1	80.1	80.0	86	75.5	2.0	NNE	0.17	4.0	NNE	80.1	86.1	86.1	---	29.721	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.9	81	75.5	89.0	0.000	107	1	93.9	5
20/02/19	11:35 p	80.0	80.1	80.0	86	75.4	1.0	NNE	0.08	4.0	NE	80.0	85.8	85.8	---	29.718	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.8	81	75.4	88.7	0.000	106	1	93.0	5
20/02/19	11:40 p	79.9	80.0	79.9	86	75.3	1.0	NNE	0.08	3.0	N	79.9	85.6	85.6	---	29.717	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.8	81	75.4	88.7	0.000	106	1	93.0	5
20/02/19	11:45 p	80.0	80.0	79.9	86	75.4	3.0	NNE	0.25	8.0	N	80.0	85.8	85.8	---	29.717	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.8	81	75.4	88.7	0.000	109	1	95.6	5
20/02/19	11:50 p	80.1	80.1	80.0	86	75.5	3.0	NNE	0.25	5.0	NNE	80.1	86.1	86.1	---	29.716	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.7	81	75.3	88.5	0.000	110	1	96.5	5
20/02/19	11:55 p	80.1	80.1	80.0	86	75.5	3.0	NNE	0.25	8.0	NNE	80.1	86.1	86.1	---	29.714	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.7	81	75.3	88.5	0.000	110	1	96.5	5
21/02/19	12:00 a	80.0	80.1	80.0	85	75.1	3.0	NNE	0.25	5.0	N	80.0	85.6	85.6	---	29.717	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.7	81	75.3	88.5	0.001	108	1	94.7	5
21/02/19	12:05 a	80.0	80.1	79.9	86	75.4	2.0	NNE	0.17	4.0	NNE	80.0	85.8	85.8	---	29.715	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.6	81	75.2	88.2	0.000	108	1	94.7	5
21/02/19	12:10 a	79.8	80.0	79.7	86	75.2	1.0	NE	0.08	4.0	NNE	79.8	85.5	85.5	---	29.714	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.6	81	75.2	88.2	0.000	109	1	95.6	5
21/02/19	12:15 a	79.7	79.8	79.7	86	75.1	1.0	NE	0.08	5.0	NNE	79.7	85.3	85.3	---	29.717	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.6	81	75.2	88.2	0.000	108	1	94.7	5
21/02/19	12:20 a	79.8	79.8	79.7	86	75.2	2.0	NNE	0.17	6.0	NE	79.8	85.5	85.5	---	29.717	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.6	81	75.2	88.2	0.000	111	1	97.4	5
21/02/19	12:25 a	79.8	79.8	79.8	86	75.2	1.0	NE	0.08	5.0	NNE	79.8	85.5	85.5	---	29.716	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.6	82	75.6	88.5	0.000	108	1	94.7	5
21/02/19	12:30 a	79.8	79.8	79.7	86	75.2	1.0	NE	0.08	5.0	NNE	79.8	85.5	85.5	---	29.709	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.5	82	75.5	88.3	0.000	111	1	97.4	5
21/02/19	12:35 a	79.7	79.8	79.7	86	75.1	1.0	ENE	0.08	3.0	NE	79.7	85.3	85.3	---	29.710	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.6	82	75.6	88.5	0.000	106	1	93.0	5
21/02/19	12:40 a	79.7	79.8	79.7	86	75.1	1.0	NE	0.08	4.0	NE	79.7	85.3	85.3	---	29.707	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.5	82	75.5	88.3	0.000	109	1	95.6	5
21/02/19	12:45 a	79.6	79.8	79.6	87	75.4	0.0	NE	0.00	2.0	NE	79.6	85.3	85.3	---	29.707	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.6	82	75.6	88.5	0.000	107	1	93.9	5
21/02/19	12:50 a	79.7	79.7	79.6	86	75.1	1.0	NE	0.08	5.0	NE	79.7	85.3	85.3	---	29.705	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.4	82	75.4	88.0	0.000	108	1	94.7	5
21/02/19	12:55 a	79.6	79.7	79.6	86	75.0	0.0	NE	0.00	3.0	NE	79.6	85.1	85.1	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.5	82	75.5	88.3	0.000	110	1	96.5	5
21/02/19	1:00 a	79.6	79.7	79.6	87	75.4	0.0	NNE	0.00	3.0	E	79.6	85.3	85.3	---	29.698	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.4	82	75.4	88.0	0.001	109	1	95.6	5
21/02/19	1:05 a	79.5	79.6	79.4	87	75.3	0.0	ENE	0.00	1.0	ENE	79.5	85.1	85.1	---	29.699	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.4	82	75.4	88.0	0.000	109	1	95.6	5
21/02/19	1:10 a	79.4	79.5	79.4	87	75.2	0.0	NE	0.00	1.0	NE	79.4	84.9	84.9	---	29.696	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.4	82	75.4	88.0	0.000	108	1	94.7	5
21/02/19	1:15 a	79.3	79.4	79.3	87	75.1	0.0	ENE	0.00	2.0	ENE	79.3	84.7	84.7	---	29.698	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.4	82	75.4	88.0	0.000	110	1	96.5	5
21/02/19	1:20 a	79.0	79.4	78.9	88	75.1	0.0	---	0.00	0.0	---	79.0	84.3	84.3	---	29.695	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.3	82	75.3	87.8	0.000	110	1	96.5	5
21/02/19	1:25 a	78.8	79.0	78.7	88	74.9	0.0	---	0.00	0.0	---	78.8	83.9	83.9	---	29.692	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.3	82	75.3	87.8	0.000	104	1	91.2	5
21/02/19	1:30 a	78.9	78.9	78.7	88	75.0	0.0	ENE	0.00	1.0	ENE	78.9	84.1	84.1	---	29.691	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.2	82	75.2	87.5	0.000	110	1	96.5	5
21/02/19	1:35 a	78.7	78.9	78.7	89	75.2	0.0	---	0.00	0.0	---	78.7	83.9	83.9	---	29.688	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.2	83	75.5	87.8	0.000	108	1	94.7	5
21/02/19	1:40 a	78.6	78.7	78.6	89	75.1	0.0	---	0.00	0.0	---	78.6	83.8	83.8	---	29.686	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.047	81.2	83	75.5	87.8	0.000	111	1	97.4	5
21/02/19	1:45 a	78.7	78.7	78.6	89	75.2	0.0	---	0.00	0.0	---	78.7	83.9	83.9	---	29.683	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.1	83	75.4	87.5	0.000	109	1	95.6	5
21/02/19	1:50 a	78.9	78.9	78.7	88	75.0	0.0	---	0.00	0.0	---	78.9	84.1	84.1	---	29.682	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.1	83	75.4	87.5	0.000	108	1	94.7	5
21/02/19	1:55 a	79.1	79.1	78.9	88	75.2	1.0	N	0.08	3.0	N	79.1	84.5	84.5	---	29.683	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.000	110	1	96.5	5
21/02/19	2:00 a	79.2	79.3	79.1	88	75.3	1.0	NNE	0.08	3.0	NE	79.2	84.7	84.7	---	29.680	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.001	109	1	95.6	5
21/02/19	2:05 a	79.2	79.3	79.2	88	75.3	0.0	NNE	0.00	2.0	NNE	79.2	84.7	84.7	---	29.677	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.000	111	1	97.4	5
21/02/19	2:10 a	79.2	79.3	79.1	88	75.3	0.0	ENE	0.00	2.0	ENE	79.2	84.7	84.7	---	29.674	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.000	109	1	95.6	5
21/02/19	2:15 a	79.3	79.3	79.1	88	75.4	0.0	NE	0.00	3.0	ENE	79.3	84.9	84.9	---	29.671	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.1	83	75.4	87.5	0.000	110	1	96.5	5
21/02/19	2:20 a	79.3	79.3	79.3	88	75.4	0.0	NE	0.00	2.0	NE	79.3	84.9	84.9	---	29.666	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.1	83	75.4	87.5	0.000	108	1	94.7	5
21/02/19	2:25 a	79.1	79.3	79.1	89	75.6	0.0	---	0.00	0.0	---	79.1	84.7	84.7	---	29.665	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.000	108	1	94.7	5
21/02/19	2:30 a	79.1	79.1	79.1	89	75.6	0.0	NE	0.00	3.0	NE	79.1	84.7	84.7	---	29.658	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.000	107	1	93.9	5
21/02/19	2:35 a	79.1	79.2	79.1	89	75.6	1.0	NE	0.08	3.0	NE	79.1	84.7	84.7	---	29.659	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	83	75.4	87.5	0.000	109	1	95.6	5
21/02/19	2:40 a	79.1	79.2	79.1	89	75.6	0.0	---	0.00	0.0	---	79.1	84.7	84.7	---	29.656	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.2	84	75.9	88.1	0.000	109	1	95.6	5
21/02/19	2:45 a	79.1	79.1	79.1	89	75.6	0.0	NNE	0.00	2.0	NNE	79.1	84.7	84.7	---	29.655	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.1	84	75.8	87.8	0.000	113	1	99.1	5
21/02/19	2:50 a	78.9	79.1	78.9	89	75.4	0.0	---	0.00	0.0	---	78.9	84.3	84.3	---	29.653	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.0	84	75.7	87.5	0.000	108	1	94.7	5
21/02/19	2:55 a	79.0	79.1	78.9	89	75.5	0.0	---	0.00	0.0	---	79.0	84.5	84.5	---	29.649	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.0	84	75.7	87.5	0.000	111	1	97.4	5
21/02/19	3:00 a	78.9	79.1	78.9	89	75.4	0.0	---	0.00	0.0	---	78.9	84.3	84.3	---	29.651	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.0	84	75.7	87.5	0.000	111	1	97.4	5
21/02/19	3:05 a	78.8	78.9	78.8	90	75.6	0.0	---	0.00	0.0	---	78.8	84.3	84.3	---	29.648	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.0	84	75.7	87.5	0.000	112	1	98.2	5
21/02/19	3:10 a	78.9	78.9	78.8	89	75.4	0.0	---	0.00	0.0	---	78.9	84.3	84.3	---	29.644	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	80.9	84	75.6	87.3	0.000	114	1	100.0	5
21/02/19	3:15 a	78.9	78.9	78.9	90	75.7	0.0	---	0.00	0.0	---	78.9	84.5	84.5	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	80.9	84	75.6	87.3	0.000	114	1	100.0	5
21/02/19	3:20 a	78.7	78.9	78.7	90	75.5	0.0	NE	0.00	1.0	NE	78.7	84.1	84.1	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.0	84	75.7	87.5	0.000	108	1	94.7	5
21/02/19	3:25 a	78.9	78.9	78.7	90	75.7	1.0	NE	0.08	3.0	NNE	78.9	84.5	84.5	---	29.639	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.0	85	76.1	87.8	0.000	107	1	93.9	5
21/02/19	3:30 a	79.2	79.2	78.9	90	76.0	1.0	NE	0.08	3.0	NNE	79.2	85.1	85.1	---	29.639	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	80.9	85	76.0	87.6	0.000	113	1	99.1	5
21/02/19	3:35 a	79.3	79.4	79.2	90	76.1	1.0	ENE	0.08	2.0	ENE	79.3	85.3	85.3	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	80.9	85	76.0	87.6	0.000	113	1	99.1	5
21/02/19	3:40 a	79.4	79.4	79.3	90	76.2	0.0	---	0.00	0.0	---	79.4	85.5	85.5	---	29.639	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	80.9	85	76.0	87.6	0.000	113	1	99.1	5
21/02/19	3:45 a	79.6	79.7	79.4	90	76.4	5.0	NNW	0.42	12.0	NNW	79.6	86.0	86.0	---	29.639	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	80.9	85	76.0	87.6	0.000	111	1	97.4	5
21/02/19	3:50 a	80.2	80.2	79.7	89	76.7	7.0	NNW	0.58	13.0	NNW	80.2	87.0	87.0	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.0	85	76.1	87.8	0.000	111	1	97.4	5
21/02/19	3:55 a	80.6	80.6	80.2	89	77.1	7.0	NNW	0.58	11.0	NW	80.6	88.0	88.0	---	29.643	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	81.0	86	76.4	88.1	0.000	110	1	96.5	5
21/02/19	4:00 a	80.7	80.8	80.6	88	76.8	6.0	NNW	0.50	10.0	NW	80.7	87.9	87.9	---	29.636	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.0	86	76.4	88.1	0.001	108	1	94.7	5
21/02/19	4:05 a	80.2	80.7	80.2	88	76.3	1.0	NNW	0.08	2.0	NW	80.2	86.8	86.8	---	29.636	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.1	86	76.5	88.3	0.000	109	1	95.6	5
21/02/19	4:10 a	80.1	80.1	80.0	90	76.9	3.0	NNW	0.25	9.0	NNW	80.1	87.0	87.0	---	29.638	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	86	76.5	88.3	0.000	108	1	94.7	5
21/02/19	4:15 a	80.0	80.2	80.0	89	76.5	1.0	ENE	0.08	6.0	NNW	80.0	86.6	86.6	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	86	76.5	88.3	0.000	106	1	93.0	5
21/02/19	4:20 a	80.3	80.3	79.9	89	76.8	4.0	NNW	0.33	9.0	NNW	80.3	87.3	87.3	---	29.643	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	86	76.6	88.6	0.000	109	1	95.6	5
21/02/19	4:25 a	80.1	80.3	80.0	90	76.9	2.0	NE	0.17	3.0	ENE	80.1	87.0	87.0	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.2	86	76.6	88.6	0.000	110	1	96.5	5
21/02/19	4:30 a	79.9	80.1	79.9	90	76.7	0.0	E	0.00	2.0	E	79.9	86.6	86.6	---	29.644	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.2	86	76.6	88.6	0.000	110	1	96.5	5
21/02/19	4:35 a	79.6	79.9	79.6	90	76.4	0.0	NNW	0.00	4.0	NNW	79.6	86.0	86.0	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	86	76.5	88.3	0.000	109	1	95.6	5
21/02/19	4:40 a	79.6	79.8	79.6	90	76.4	2.0	NE	0.17	5.0	NNW	79.6	86.0	86.0	---	29.644	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	86	76.5	88.3	0.000	109	1	95.6	5
21/02/19	4:45 a	80.1	80.1	79.6	90	76.9	5.0	NNW	0.42	10.0	NNW	80.1	87.0	87.0	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	86	76.5	88.3	0.000	107	1	93.9	5
21/02/19	4:50 a	80.5	80.5	80.1	91	77.6	7.0	NNW	0.58	10.0	NNW	80.5	88.3	88.3	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	81.2	86	76.6	88.6	0.000	107	1	93.9	5
21/02/19	4:55 a	80.8	80.8	80.5	89	77.3	7.0	NNW	0.58	11.0	N	80.8	88.4	88.4	---	29.644	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.2	86	76.6	88.6	0.000	111	1	97.4	5
21/02/19	5:00 a	80.4	80.9	80.4	89	76.9	3.0	ENE	0.25	9.0	NNW	80.4	87.5	87.5	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	86	76.6	88.6	0.001	113	1	99.1	5
21/02/19	5:05 a	80.0	80.4	80.0	89	76.5	0.0	---	0.00	0.0	---	80.0	86.6	86.6	---	29.644	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.2	86	76.6	88.6	0.000	110	1	96.5	5
21/02/19	5:10 a	79.8	79.9	79.8	90	76.6	0.0	---	0.00	0.0	---	79.8	86.4	86.4	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.2	86	76.6	88.6	0.000	111	1	97.4	5
21/02/19	5:15 a	79.7	79.8	79.7	90	76.5	1.0	NE	0.08	4.0	ENE	79.7	86.2	86.2	---	29.641	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.2	86	76.6	88.6	0.000	112	1	98.2	5
21/02/19	5:20 a	79.6	79.7	79.6	90	76.4	0.0	NE	0.00	1.0	NE	79.6	86.0	86.0	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.2	86	76.6	88.6	0.000	109	1	95.6	5
21/02/19	5:25 a	79.5	79.6	79.5	90	76.3	0.0	NE	0.00	1.0	NE	79.5	85.8	85.8	---	29.635	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.2	86	76.6	88.6	0.000	110	1	96.5	5
21/02/19	5:30 a	79.3	79.6	79.3	91	76.4	0.0	NNE	0.00	2.0	NNE	79.3	85.6	85.6	---	29.638	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.2	86	76.6	88.6	0.000	111	1	97.4	5
21/02/19	5:35 a	79.2	79.4	79.2	91	76.3	0.0	NNE	0.00	2.0	NNE	79.2	85.3	85.3	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.049	81.2	86	76.6	88.6	0.000	113	1	99.1	5
21/02/19	5:40 a	78.8	79.2	78.8	92	76.3	0.0	---	0.00	0.0	---	78.8	84.7	84.7	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	81.2	86	76.6	88.6	0.000	109	1	95.6	5
21/02/19	5:45 a	78.6	78.9	78.6	92	76.1	0.0	---	0.00	0.0	---	78.6	84.3	84.3	---	29.646	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.047	81.2	86	76.6	88.6	0.000	109	1	95.6	5
21/02/19	5:50 a	78.3	78.6	78.3	92	75.8	0.0	---	0.00	0.0	---	78.3	83.7	83.7	---	29.646	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.046	81.2	86	76.6	88.6	0.000	109	1	95.6	5
21/02/19	5:55 a	78.1	78.3	78.1	93	75.9	0.0	---	0.00	0.0	---	78.1	83.4	83.4	---	29.651	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.045	81.1	86	76.5	88.3	0.000	109	1	95.6	5
21/02/19	6:00 a	77.9	78.1	77.9	93	75.7	0.0	---	0.00	0.0	---	77.9	83.0	83.0	---	29.655	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.045	81.1	86	76.5	88.3	0.000	108	1	94.7	5
21/02/19	6:05 a	77.8	78.0	77.8	93	75.6	0.0	---	0.00	0.0	---	77.8	82.8	82.8	---	29.656	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.044	81.0	86	76.4	88.1	0.000	111	1	97.4	5
21/02/19	6:10 a	78.0	78.0	77.8	93	75.8	0.0	NE	0.00	3.0	NE	78.0	83.2	83.2	---	29.658	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.045	81.0	85	76.1	87.8	0.000	107	1	93.9	5
21/02/19	6:15 a	78.2	78.3	77.9	93	76.0	1.0	NNE	0.08	3.0	NNE	78.2	83.6	83.6	---	29.653	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.046	80.9	85	76.0	87.6	0.000	105	1	92.1	5
21/02/19	6:20 a	78.6	78.6	78.3	92	76.1	1.0	NNE	0.08	4.0	NE	78.6	84.3	84.3	---	29.656	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.047	80.9	86	76.3	87.9	0.000	104	1	91.2	5
21/02/19	6:25 a	78.8	78.8	78.6	91	75.9	1.0	NNE	0.08	4.0	ENE	78.8	84.5	84.5	---	29.658	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.048	80.9	86	76.3	87.9	0.000	104	1	91.2	5
21/02/19	6:30 a	78.9	78.9	78.8	91	76.0	2.0	NNE	0.17	4.0	N	78.9	84.7	84.7	---	29.659	0.00	0.00	6	0.04	9	0.0	0.00	0.0	0.000	0.048	80.9	86	76.3	87.9	0.000	106	1	93.0	5
21/02/19	6:35 a	79.1	79.1	78.9	91	76.2	3.0	NNE	0.25	5.0	NNE	79.1	85.1	85.1	---	29.661	0.00	0.00	12	0.09	14	0.0	0.00	0.0	0.000	0.049	80.9	86	76.3	87.9	0.000	109	1	95.6	5
21/02/19	6:40 a	79.2	79.3	79.1	91	76.3	3.0	N	0.25	6.0	NNE	79.2	85.3	85.3	---	29.662	0.00	0.00	18	0.13	21	0.0	0.00	0.0	0.000	0.049	80.8	86	76.2	87.6	0.000	107	1	93.9	5
21/02/19	6:45 a	79.4	79.4	79.2	90	76.2	4.0	N	0.33	7.0	N	79.4	85.5	85.5	---	29.665	0.00	0.00	25	0.18	28	0.0	0.00	0.0	0.000	0.050	80.8	86	76.2	87.6	0.000	107	1	93.9	5
21/02/19	6:50 a	79.5	79.5	79.4	90	76.3	3.0	NNE	0.25	6.0	N	79.5	85.8	85.8	---	29.666	0.00	0.00	34	0.24	37	0.0	0.00	0.0	0.000	0.050	80.7	86	76.1	87.4	0.000	107	1	93.9	5
21/02/19	6:55 a	79.7	79.7	79.4	90	76.5	3.0	N	0.25	7.0	N	79.7	86.2	86.2	---	29.669	0.00	0.00	41	0.29	42	0.0	0.00	0.0	0.000	0.051	80.8	86	76.2	87.6	0.000	108	1	94.7	5
21/02/19	7:00 a	79.9	79.9	79.6	90	76.7	4.0	N	0.33	6.0	N	79.9	86.6	86.6	---	29.670	0.00	0.00	47	0.34	49	0.0	0.00	0.0	0.000	0.052	80.8	86	76.2	87.6	0.001	113	1	99.1	5
21/02/19	7:05 a	79.9	80.0	79.8	89	76.4	3.0	N	0.25	5.0	NNE	79.9	86.4	86.4	---	29.670	0.00	0.00	53	0.38	54	0.0	0.00	0.0	0.000	0.052	80.7	86	76.1	87.4	0.000	111	1	97.4	5
